25A1,97039.6447,2715189.9822,MTRM4,0.0081,0.0066,0.0180
25A2,96994.6643,2715195.3046,MTRM4,0.0178,0.0300,0.0323
25A3,96987.8468,2715157.2603,MTRM4,0.0042,0.0034,0.0093
25A4,97027.2856,2715150.1988,MTRM4,0.0126,0.0074,0.0354
M1,96991.1062,2715175.4782,MTRM4,0.0143,0.0082,0.0379
M1,96991.1192,2715175.5030,WP1,0.0076,0.0059,0.0275
M2,97033.6750,2715170.8772,MTRM4,0.0050,0.0042,0.0108
M2,97033.7094,2715170.8948,WP1,0.0143,0.0082,0.0379
