A,-49359.2702,2353656.272
B,-49399.6566,2353656.983
C,-49399.6558,2353664.231
D,-49399.1481,2353677.222
E,-49365.8057,2353681.446
WP1,-48883.6864,2353897.689
TLB2,-50251.52,2352425.7
TLB3,-50143.23,2352986.99
TLB4,-49932.25,2353463.04
TLB5,-49278.34,2353624.01
