MTRM1,97672.8530,271514.3666,IPC12
MTRM2,97672.8530,271514.3666,IPC12
MTRM3,97476.5218,271848.9696,IPC12
MTRM4,97475.5218,271848.9696,IPC12
WP1,99688.9845,271676.1495,IPC12
2SM1,97930.6447,271514.9602,IPC12
2SM2,97930.5190,271509.3602,IPC12
N1,99681.1152,271676.0792,IPC12
N2,99653.0730,271579.8772,IPC12
