MTRM1,96998.0100,2714789.3690,5172619.7024,2539930.5454,-2216000.7065,0.0177,-0.0054
MTRM4,97672.8530,2715614.3960,5126915.7150,2539155.6622,-2215356.3896,-0.0102,-0.0152
MTRM13,97047.1310,2713980.6310,5126593.4674,2539523.3685,-2215644.4387,-0.0012,0.0105
MTRM14,97476.5210,2713648.9690,5126282.2375,2539314.8986,-2216611.0431,-0.0153,0.0200
WP1,99368.9845,2713076.1495,,,,,
